"Título de trazado: DIM-01-MUL 1000"
"N.º","Fecha Tiempo, GMT-03:00","Temp, °C (LGR S/N: 2338259, SEN S/N: 2338259)","HR, % (LGR S/N: 2338259, SEN S/N: 2338259)","Parado (LGR S/N: 2338259)","Final de archivo (LGR S/N: 2338259)"
1,11/14/24 04:00:00 PM,21.652,47.487,,
2,11/14/24 04:05:00 PM,21.509,46.801,,
3,11/14/24 04:10:00 PM,21.342,46.334,,
4,11/14/24 04:15:00 PM,21.246,46.514,,
5,11/14/24 04:20:00 PM,21.437,47.269,,
6,11/14/24 04:25:00 PM,21.557,47.507,,
7,11/14/24 04:30:00 PM,21.437,46.919,,
8,11/14/24 04:35:00 PM,21.294,46.392,,
9,11/14/24 04:40:00 PM,21.246,47.341,,
10,11/14/24 04:45:00 PM,21.485,48.006,,
11,11/14/24 04:50:00 PM,21.485,47.212,,
12,11/14/24 04:55:00 PM,21.318,46.331,,
13,11/14/24 05:00:00 PM,21.223,46.192,,
14,11/14/24 05:05:00 PM,21.318,47.286,,
15,11/14/24 05:10:00 PM,21.485,47.530,,
16,11/14/24 05:15:00 PM,21.366,46.815,,
17,11/14/24 05:20:00 PM,21.175,46.282,,
18,11/14/24 05:25:00 PM,21.151,47.360,,
19,11/14/24 05:30:00 PM,21.390,47.930,,
20,11/14/24 05:35:00 PM,21.342,47.226,,
21,11/14/24 05:40:00 PM,21.199,46.476,,
22,11/14/24 05:45:00 PM,21.151,47.202,,
23,11/14/24 05:50:00 PM,21.390,47.327,,
24,11/14/24 05:55:00 PM,21.461,47.368,,
25,11/14/24 06:00:00 PM,21.294,46.711,,
26,11/14/24 06:05:00 PM,21.127,47.135,,
27,11/14/24 06:10:00 PM,21.246,47.531,,
28,11/14/24 06:15:00 PM,21.294,47.696,,
29,11/14/24 06:20:00 PM,21.103,46.910,,
30,11/14/24 06:25:00 PM,20.960,47.876,,
31,11/14/24 06:30:00 PM,21.079,48.777,,
32,11/14/24 06:35:00 PM,21.008,48.008,,
33,11/14/24 06:40:00 PM,20.865,47.388,,
34,11/14/24 06:45:00 PM,20.746,48.418,,
35,11/14/24 06:50:00 PM,20.865,49.475,,
36,11/14/24 06:55:00 PM,20.746,48.797,,
37,11/14/24 07:00:00 PM,20.579,48.902,,
38,11/14/24 07:05:00 PM,20.603,49.693,,
39,11/14/24 07:10:00 PM,20.674,50.520,,
40,11/14/24 07:15:00 PM,20.579,49.532,,
41,11/14/24 07:20:00 PM,20.388,50.199,,
42,11/14/24 07:25:00 PM,20.484,50.400,,
43,11/14/24 07:30:00 PM,20.484,50.745,,
44,11/14/24 07:35:00 PM,20.269,49.743,,
45,11/14/24 07:40:00 PM,20.198,50.926,,
46,11/14/24 07:45:00 PM,20.341,51.633,,
47,11/14/24 07:50:00 PM,20.341,50.820,,
48,11/14/24 07:55:00 PM,20.126,50.728,,
49,11/14/24 08:00:00 PM,20.150,51.232,,
50,11/14/24 08:05:00 PM,20.246,51.683,,
51,11/14/24 08:10:00 PM,20.150,50.543,,
52,11/14/24 08:15:00 PM,20.007,51.306,,
53,11/14/24 08:20:00 PM,20.103,51.319,,
54,11/14/24 08:25:00 PM,20.150,51.482,,
55,11/14/24 08:30:00 PM,19.960,50.392,,
56,11/14/24 08:35:00 PM,19.912,51.387,,
57,11/14/24 08:40:00 PM,20.055,52.436,,
58,11/14/24 08:45:00 PM,20.007,51.306,,
59,11/14/24 08:50:00 PM,19.817,51.343,,
60,11/14/24 08:55:00 PM,19.888,51.790,,
61,11/14/24 09:00:00 PM,19.984,52.426,,
62,11/14/24 09:05:00 PM,19.865,51.068,,
63,11/14/24 09:10:00 PM,19.770,51.929,,
64,11/14/24 09:15:00 PM,19.888,52.102,,
65,11/14/24 09:20:00 PM,19.912,51.980,,
66,11/14/24 09:25:00 PM,19.722,51.798,,
67,11/14/24 09:30:00 PM,19.770,52.241,,
68,11/14/24 09:35:00 PM,19.888,52.973,,
69,11/14/24 09:40:00 PM,19.793,51.652,,
70,11/14/24 09:45:00 PM,19.698,52.729,,
71,11/14/24 09:50:00 PM,19.817,52.745,,
72,11/14/24 09:55:00 PM,19.865,52.534,,
73,11/14/24 10:00:00 PM,19.674,52.539,,
74,11/14/24 10:05:00 PM,19.722,52.794,,
75,11/14/24 10:10:00 PM,19.865,53.373,,
76,11/14/24 10:15:00 PM,19.746,51.832,,
77,11/14/24 10:20:00 PM,19.627,52.656,,
78,11/14/24 10:25:00 PM,19.722,52.670,,
79,11/14/24 10:30:00 PM,19.817,52.932,,
80,11/14/24 10:35:00 PM,19.674,52.321,,
81,11/14/24 10:40:00 PM,19.674,52.943,,
82,11/14/24 10:45:00 PM,19.793,53.580,,
83,11/14/24 10:50:00 PM,19.746,52.611,,
84,11/14/24 10:55:00 PM,19.603,53.367,,
85,11/14/24 11:00:00 PM,19.698,53.381,,
86,11/14/24 11:05:00 PM,19.793,53.921,,
87,11/14/24 11:10:00 PM,19.674,52.570,,
88,11/14/24 11:15:00 PM,19.627,53.556,,
89,11/14/24 11:20:00 PM,19.746,53.511,,
90,11/14/24 11:25:00 PM,19.770,53.546,,
91,11/14/24 11:30:00 PM,19.603,53.584,,
92,11/14/24 11:35:00 PM,19.627,53.897,,
93,11/14/24 11:40:00 PM,19.770,54.474,,
94,11/14/24 11:45:00 PM,19.746,53.697,,
95,11/14/24 11:50:00 PM,19.555,53.887,,
96,11/14/24 11:55:00 PM,19.627,54.176,,
97,11/15/24 12:00:00 AM,19.770,55.154,,
98,11/15/24 12:05:00 AM,19.722,54.066,,
99,11/15/24 12:10:00 AM,19.555,54.103,,
100,11/15/24 12:15:00 AM,19.603,54.450,,
101,11/15/24 12:20:00 AM,19.722,54.992,,
102,11/15/24 12:25:00 AM,19.674,54.028,,
103,11/15/24 12:30:00 AM,19.555,54.382,,
104,11/15/24 12:35:00 AM,19.627,54.485,,
105,11/15/24 12:40:00 AM,19.722,55.177,,
106,11/15/24 12:45:00 AM,19.627,53.618,,
107,11/15/24 12:50:00 AM,19.508,54.437,,
108,11/15/24 12:55:00 AM,19.603,54.389,,
109,11/15/24 01:00:00 AM,19.746,55.088,,
110,11/15/24 01:05:00 AM,19.603,53.398,,
111,11/15/24 01:10:00 AM,19.508,54.375,,
112,11/15/24 01:15:00 AM,19.603,54.358,,
113,11/15/24 01:20:00 AM,19.722,55.147,,
114,11/15/24 01:25:00 AM,19.603,53.646,,
115,11/15/24 01:30:00 AM,19.508,54.406,,
116,11/15/24 01:35:00 AM,19.603,54.389,,
117,11/15/24 01:40:00 AM,19.722,55.270,,
118,11/15/24 01:45:00 AM,19.627,53.525,,
119,11/15/24 01:50:00 AM,19.508,54.313,,
120,11/15/24 01:55:00 AM,19.579,54.385,,
121,11/15/24 02:00:00 AM,19.722,55.116,,
122,11/15/24 02:05:00 AM,19.603,53.491,,
123,11/15/24 02:10:00 AM,19.484,54.093,,
124,11/15/24 02:15:00 AM,19.579,54.138,,
125,11/15/24 02:20:00 AM,19.698,54.835,,
126,11/15/24 02:25:00 AM,19.627,53.556,,
127,11/15/24 02:30:00 AM,19.460,54.183,,
128,11/15/24 02:35:00 AM,19.555,54.196,,
129,11/15/24 02:40:00 AM,19.698,54.958,,
130,11/15/24 02:45:00 AM,19.579,53.209,,
131,11/15/24 02:50:00 AM,19.460,54.121,,
132,11/15/24 02:55:00 AM,19.532,54.131,,
133,11/15/24 03:00:00 AM,19.674,54.893,,
134,11/15/24 03:05:00 AM,19.627,53.525,,
135,11/15/24 03:10:00 AM,19.460,53.997,,
136,11/15/24 03:15:00 AM,19.555,54.042,,
137,11/15/24 03:20:00 AM,19.674,54.553,,
138,11/15/24 03:25:00 AM,19.651,53.529,,
139,11/15/24 03:30:00 AM,19.460,53.688,,
140,11/15/24 03:35:00 AM,19.532,53.853,,
141,11/15/24 03:40:00 AM,19.651,53.808,,
142,11/15/24 03:45:00 AM,19.627,53.463,,
143,11/15/24 03:50:00 AM,19.460,53.719,,
144,11/15/24 03:55:00 AM,19.532,53.883,,
145,11/15/24 04:00:00 AM,19.651,53.808,,
146,11/15/24 04:05:00 AM,19.674,53.594,,
147,11/15/24 04:10:00 AM,19.460,53.502,,
148,11/15/24 04:15:00 AM,19.508,53.756,,
149,11/15/24 04:20:00 AM,19.627,53.618,,
150,11/15/24 04:25:00 AM,19.651,53.591,,
151,11/15/24 04:30:00 AM,19.436,53.436,,
152,11/15/24 04:35:00 AM,19.508,53.694,,
153,11/15/24 04:40:00 AM,19.627,53.556,,
154,11/15/24 04:45:00 AM,19.651,53.467,,
155,11/15/24 04:50:00 AM,19.436,53.622,,
156,11/15/24 04:55:00 AM,19.508,53.694,,
157,11/15/24 05:00:00 AM,19.627,53.556,,
158,11/15/24 05:05:00 AM,19.651,53.343,,
159,11/15/24 05:10:00 AM,19.436,53.436,,
160,11/15/24 05:15:00 AM,19.508,53.601,,
161,11/15/24 05:20:00 AM,19.627,53.463,,
162,11/15/24 05:25:00 AM,19.627,53.339,,
163,11/15/24 05:30:00 AM,19.436,53.405,,
164,11/15/24 05:35:00 AM,19.460,53.533,,
165,11/15/24 05:40:00 AM,19.579,53.395,,
166,11/15/24 05:45:00 AM,19.674,53.749,,
167,11/15/24 05:50:00 AM,19.484,53.102,,
168,11/15/24 05:55:00 AM,19.484,53.567,,
169,11/15/24 06:00:00 AM,19.603,53.460,,
170,11/15/24 06:05:00 AM,19.674,53.966,,
171,11/15/24 06:10:00 AM,19.532,52.519,,
172,11/15/24 06:15:00 AM,19.436,53.529,,
173,11/15/24 06:20:00 AM,19.555,53.515,,
174,11/15/24 06:25:00 AM,19.674,54.244,,
175,11/15/24 06:30:00 AM,19.555,52.833,,
176,11/15/24 06:35:00 AM,19.436,53.622,,
177,11/15/24 06:40:00 AM,19.532,53.636,,
178,11/15/24 06:45:00 AM,19.651,53.901,,
179,11/15/24 06:50:00 AM,19.579,53.147,,
180,11/15/24 06:55:00 AM,19.413,53.774,,
181,11/15/24 07:00:00 AM,19.484,53.815,,
182,11/15/24 07:05:00 AM,19.603,53.677,,
183,11/15/24 07:10:00 AM,19.651,53.808,,
184,11/15/24 07:15:00 AM,19.460,53.904,,
185,11/15/24 07:20:00 AM,19.484,54.124,,
186,11/15/24 07:25:00 AM,19.603,53.987,,
187,11/15/24 07:30:00 AM,19.674,54.337,,
188,11/15/24 07:35:00 AM,19.460,53.904,,
189,11/15/24 07:40:00 AM,19.460,54.399,,
190,11/15/24 07:45:00 AM,19.579,54.261,,
191,11/15/24 07:50:00 AM,19.674,54.955,,
192,11/15/24 07:55:00 AM,19.555,53.453,,
193,11/15/24 08:00:00 AM,19.484,54.526,,
194,11/15/24 08:05:00 AM,19.579,54.447,,
195,11/15/24 08:10:00 AM,19.698,55.236,,
196,11/15/24 08:15:00 AM,19.579,53.612,,
197,11/15/24 08:20:00 AM,19.436,54.457,,
198,11/15/24 08:25:00 AM,19.532,54.440,,
199,11/15/24 08:30:00 AM,19.651,54.272,,
200,11/15/24 08:35:00 AM,19.674,54.306,,
201,11/15/24 08:40:00 AM,19.508,54.282,,
202,11/15/24 08:45:00 AM,19.532,54.564,,
203,11/15/24 08:50:00 AM,19.651,54.457,,
204,11/15/24 08:55:00 AM,19.722,54.653,,
205,11/15/24 09:00:00 AM,19.508,54.375,,
206,11/15/24 09:05:00 AM,19.508,54.745,,
207,11/15/24 09:10:00 AM,19.603,54.636,,
208,11/15/24 09:15:00 AM,19.674,55.201,,
209,11/15/24 09:20:00 AM,19.532,54.069,,
210,11/15/24 09:25:00 AM,19.484,55.050,,
211,11/15/24 09:30:00 AM,19.603,54.975,,
212,11/15/24 09:35:00 AM,19.674,55.509,,
213,11/15/24 09:40:00 AM,19.532,54.193,,
214,11/15/24 09:45:00 AM,19.460,55.232,,
215,11/15/24 09:50:00 AM,19.579,55.218,,
216,11/15/24 09:55:00 AM,19.674,55.909,,
217,11/15/24 10:00:00 AM,19.532,54.409,,
218,11/15/24 10:05:00 AM,19.436,55.351,,
219,11/15/24 10:10:00 AM,19.532,55.334,,
220,11/15/24 10:15:00 AM,19.651,56.183,,
221,11/15/24 10:20:00 AM,19.579,54.694,,
222,11/15/24 10:25:00 AM,19.460,55.355,,
223,11/15/24 10:30:00 AM,19.579,55.403,,
224,11/15/24 10:35:00 AM,19.817,56.054,,
225,11/15/24 10:40:00 AM,19.912,54.433,,
226,11/15/24 10:45:00 AM,19.865,54.303,,
227,11/15/24 10:50:00 AM,20.079,54.334,,
228,11/15/24 10:55:00 AM,20.388,54.626,,
229,11/15/24 11:00:00 AM,20.436,53.454,,
230,11/15/24 11:05:00 AM,20.341,52.320,,
231,11/15/24 11:10:00 AM,20.412,53.078,,
232,11/15/24 11:15:00 AM,20.674,52.803,,
233,11/15/24 11:20:00 AM,20.841,52.889,,
234,11/15/24 11:25:00 AM,20.627,51.829,,
235,11/15/24 11:30:00 AM,20.531,52.284,,
236,11/15/24 11:35:00 AM,20.770,52.505,,
237,11/15/24 11:40:00 AM,21.008,52.725,,
238,11/15/24 11:45:00 AM,20.913,52.025,,
239,11/15/24 11:50:00 AM,20.770,51.630,,
240,11/15/24 11:55:00 AM,20.650,51.269,,
241,11/15/24 12:00:00 PM,20.531,51.159,,
242,11/15/24 12:05:00 PM,20.722,52.404,,
243,11/15/24 12:10:00 PM,20.913,53.366,,
244,11/15/24 12:15:00 PM,20.865,53.204,,
245,11/15/24 12:20:00 PM,20.746,52.626,,
246,11/15/24 12:25:00 PM,20.627,51.923,,
247,11/15/24 12:30:00 PM,20.555,51.475,,
248,11/15/24 12:35:00 PM,20.484,51.465,,
249,11/15/24 12:40:00 PM,20.674,52.710,,
250,11/15/24 12:45:00 PM,20.913,53.335,,
251,11/15/24 12:50:00 PM,20.817,52.418,,
252,11/15/24 12:55:00 PM,20.746,51.626,,
253,11/15/24 01:00:00 PM,20.627,51.234,,
254,11/15/24 01:05:00 PM,20.722,52.498,,
255,11/15/24 01:10:00 PM,21.008,52.132,,
256,11/15/24 01:15:00 PM,21.294,51.764,,
257,11/15/24 01:20:00 PM,21.581,51.709,,
258,11/15/24 01:25:00 PM,21.819,51.617,,
259,11/15/24 01:30:00 PM,22.034,52.117,,
260,11/15/24 01:35:00 PM,22.154,51.662,,
261,11/15/24 01:40:00 PM,21.915,50.497,,
262,11/15/24 01:45:00 PM,21.652,50.052,,
263,11/15/24 01:50:00 PM,21.342,49.506,,
264,11/15/24 01:55:00 PM,21.366,51.021,,
265,11/15/24 02:00:00 PM,21.581,52.492,,
266,11/15/24 02:05:00 PM,21.819,52.651,,
267,11/15/24 02:10:00 PM,21.676,50.874,,
268,11/15/24 02:15:00 PM,21.485,49.715,,
269,11/15/24 02:20:00 PM,21.461,50.814,,
270,11/15/24 02:25:00 PM,21.676,50.937,,
271,11/15/24 02:30:00 PM,21.724,50.282,,
272,11/15/24 02:35:00 PM,21.533,49.374,,
273,11/15/24 02:40:00 PM,21.485,50.093,,
274,11/15/24 02:45:00 PM,21.676,50.024,,
275,11/15/24 02:50:00 PM,21.819,50.169,,
276,11/15/24 02:55:00 PM,21.628,49.228,,
277,11/15/24 03:00:00 PM,21.437,48.760,,
278,11/15/24 03:05:00 PM,21.485,50.030,,
279,11/15/24 03:10:00 PM,21.724,50.440,,
280,11/15/24 03:15:00 PM,21.724,49.399,,
281,11/15/24 03:20:00 PM,21.604,48.940,,
282,11/15/24 03:25:00 PM,21.604,50.298,,
283,11/15/24 03:30:00 PM,21.867,50.302,,
284,11/15/24 03:35:00 PM,21.939,49.869,,
285,11/15/24 03:40:00 PM,21.700,48.921,,
286,11/15/24 03:45:00 PM,21.509,49.181,,
287,11/15/24 03:50:00 PM,21.628,49.702,,
288,11/15/24 03:55:00 PM,21.748,49.844,,
289,11/15/24 04:00:00 PM,21.628,48.817,,
290,11/15/24 04:05:00 PM,21.413,48.915,,
291,11/15/24 04:10:00 PM,21.437,49.929,,
292,11/15/24 04:15:00 PM,21.533,50.446,,
293,11/15/24 04:20:00 PM,21.413,49.516,,
294,11/15/24 04:25:00 PM,21.151,48.976,,
295,11/15/24 04:30:00 PM,21.103,50.483,,
296,11/15/24 04:35:00 PM,21.246,50.754,,
297,11/15/24 04:40:00 PM,21.246,50.502,,
298,11/15/24 04:45:00 PM,21.079,49.945,,
299,11/15/24 04:50:00 PM,20.913,50.709,,
300,11/15/24 04:55:00 PM,20.984,51.189,,
301,11/15/24 05:00:00 PM,21.079,51.672,,
302,11/15/24 05:05:00 PM,20.936,50.900,,
303,11/15/24 05:10:00 PM,20.722,50.243,,
304,11/15/24 05:15:00 PM,20.627,51.798,,
305,11/15/24 05:20:00 PM,20.793,52.133,,
306,11/15/24 05:25:00 PM,20.817,52.355,,
307,11/15/24 05:30:00 PM,20.674,51.523,,
308,11/15/24 05:35:00 PM,20.484,51.215,,
309,11/15/24 05:40:00 PM,20.531,52.565,,
310,11/15/24 05:45:00 PM,20.674,52.865,,
311,11/15/24 05:50:00 PM,20.698,52.682,,
312,11/15/24 05:55:00 PM,20.531,51.816,,
313,11/15/24 06:00:00 PM,20.412,52.611,,
314,11/15/24 06:05:00 PM,20.484,53.150,,
315,11/15/24 06:10:00 PM,20.579,53.847,,
316,11/15/24 06:15:00 PM,20.484,52.839,,
317,11/15/24 06:20:00 PM,20.317,52.815,,
318,11/15/24 06:25:00 PM,20.341,53.968,,
319,11/15/24 06:30:00 PM,20.484,54.949,,
320,11/15/24 06:35:00 PM,20.460,53.706,,
321,11/15/24 06:40:00 PM,20.317,52.691,,
322,11/15/24 06:45:00 PM,20.293,53.962,,
323,11/15/24 06:50:00 PM,20.436,54.261,,
324,11/15/24 06:55:00 PM,20.436,53.858,,
325,11/15/24 07:00:00 PM,20.269,52.840,,
326,11/15/24 07:05:00 PM,20.198,54.010,,
327,11/15/24 07:10:00 PM,20.341,54.123,,
328,11/15/24 07:15:00 PM,20.341,53.937,,
329,11/15/24 07:20:00 PM,20.198,52.768,,
330,11/15/24 07:25:00 PM,20.150,53.910,,
331,11/15/24 07:30:00 PM,20.293,53.993,,
332,11/15/24 07:35:00 PM,20.317,53.810,,
333,11/15/24 07:40:00 PM,20.150,52.699,,
334,11/15/24 07:45:00 PM,20.103,53.717,,
335,11/15/24 07:50:00 PM,20.222,53.672,,
336,11/15/24 07:55:00 PM,20.269,53.741,,
337,11/15/24 08:00:00 PM,20.103,52.567,,
338,11/15/24 08:05:00 PM,20.055,53.679,,
339,11/15/24 08:10:00 PM,20.198,53.948,,
340,11/15/24 08:15:00 PM,20.198,53.483,,
341,11/15/24 08:20:00 PM,20.055,53.152,,
342,11/15/24 08:25:00 PM,20.079,53.900,,
343,11/15/24 08:30:00 PM,20.198,54.134,,
344,11/15/24 08:35:00 PM,20.174,53.510,,
345,11/15/24 08:40:00 PM,20.007,53.300,,
346,11/15/24 08:45:00 PM,20.007,53.890,,
347,11/15/24 08:50:00 PM,20.150,54.065,,
348,11/15/24 08:55:00 PM,20.150,53.662,,
349,11/15/24 09:00:00 PM,19.960,53.573,,
350,11/15/24 09:05:00 PM,20.007,54.076,,
351,11/15/24 09:10:00 PM,20.150,54.746,,
352,11/15/24 09:15:00 PM,20.126,53.752,,
353,11/15/24 09:20:00 PM,19.960,53.883,,
354,11/15/24 09:25:00 PM,20.031,54.481,,
355,11/15/24 09:30:00 PM,20.150,55.086,,
356,11/15/24 09:35:00 PM,20.103,53.965,,
357,11/15/24 09:40:00 PM,19.936,54.375,,
358,11/15/24 09:45:00 PM,19.984,54.784,,
359,11/15/24 09:50:00 PM,20.150,55.055,,
360,11/15/24 09:55:00 PM,20.126,54.402,,
361,11/15/24 10:00:00 PM,19.960,54.749,,
362,11/15/24 10:05:00 PM,20.007,55.065,,
363,11/15/24 10:10:00 PM,20.150,55.549,,
364,11/15/24 10:15:00 PM,20.126,54.619,,
365,11/15/24 10:20:00 PM,19.960,54.780,,
366,11/15/24 10:25:00 PM,20.007,55.343,,
367,11/15/24 10:30:00 PM,20.150,55.703,,
368,11/15/24 10:35:00 PM,20.150,55.024,,
369,11/15/24 10:40:00 PM,19.960,54.749,,
370,11/15/24 10:45:00 PM,19.984,55.432,,
371,11/15/24 10:50:00 PM,20.103,55.449,,
372,11/15/24 10:55:00 PM,20.150,55.333,,
373,11/15/24 11:00:00 PM,19.960,54.965,,
374,11/15/24 11:05:00 PM,19.960,55.428,,
375,11/15/24 11:10:00 PM,20.079,55.322,,
376,11/15/24 11:15:00 PM,20.150,55.641,,
377,11/15/24 11:20:00 PM,19.960,54.069,,
378,11/15/24 11:25:00 PM,19.912,55.483,,
379,11/15/24 11:30:00 PM,20.031,55.439,,
380,11/15/24 11:35:00 PM,20.126,56.223,,
381,11/15/24 11:40:00 PM,20.007,54.756,,
382,11/15/24 11:45:00 PM,19.912,55.668,,
383,11/15/24 11:50:00 PM,20.031,55.747,,
384,11/15/24 11:55:00 PM,20.150,56.595,,
385,11/16/24 12:00:00 AM,20.055,55.041,,
386,11/16/24 12:05:00 AM,19.912,55.668,,
387,11/16/24 12:10:00 AM,20.007,55.867,,
388,11/16/24 12:15:00 AM,20.150,57.178,,
389,11/16/24 12:20:00 AM,20.079,55.507,,
390,11/16/24 12:25:00 AM,19.912,55.852,,
391,11/16/24 12:30:00 AM,19.984,56.294,,
392,11/16/24 12:35:00 AM,20.103,57.141,,
393,11/16/24 12:40:00 AM,20.055,55.874,,
394,11/16/24 12:45:00 AM,19.912,55.976,,
395,11/16/24 12:50:00 AM,19.960,56.382,,
396,11/16/24 12:55:00 AM,20.103,56.650,,
397,11/16/24 01:00:00 AM,20.126,56.223,,
398,11/16/24 01:05:00 AM,19.936,55.794,,
399,11/16/24 01:10:00 AM,19.960,56.321,,
400,11/16/24 01:15:00 AM,20.079,56.185,,
401,11/16/24 01:20:00 AM,20.150,56.595,,
402,11/16/24 01:25:00 AM,19.960,55.212,,
403,11/16/24 01:30:00 AM,19.912,56.191,,
404,11/16/24 01:35:00 AM,20.031,56.147,,
405,11/16/24 01:40:00 AM,20.126,56.622,,
406,11/16/24 01:45:00 AM,19.984,55.247,,
407,11/16/24 01:50:00 AM,19.888,56.095,,
408,11/16/24 01:55:00 AM,19.984,56.109,,
409,11/16/24 02:00:00 AM,20.126,56.899,,
410,11/16/24 02:05:00 AM,19.984,55.216,,
411,11/16/24 02:10:00 AM,19.865,56.245,,
412,11/16/24 02:15:00 AM,19.984,56.232,,
413,11/16/24 02:20:00 AM,20.103,56.926,,
414,11/16/24 02:25:00 AM,20.007,55.343,,
415,11/16/24 02:30:00 AM,19.888,56.187,,
416,11/16/24 02:35:00 AM,19.984,56.232,,
417,11/16/24 02:40:00 AM,20.126,57.175,,
418,11/16/24 02:45:00 AM,20.007,55.250,,
419,11/16/24 02:50:00 AM,19.912,56.191,,
420,11/16/24 02:55:00 AM,19.984,56.171,,
421,11/16/24 03:00:00 AM,20.126,56.837,,
422,11/16/24 03:05:00 AM,20.007,55.034,,
423,11/16/24 03:10:00 AM,19.865,55.815,,
424,11/16/24 03:15:00 AM,19.960,55.860,,
425,11/16/24 03:20:00 AM,20.103,56.496,,
426,11/16/24 03:25:00 AM,20.031,55.007,,
427,11/16/24 03:30:00 AM,19.865,55.722,,
428,11/16/24 03:35:00 AM,19.960,55.829,,
429,11/16/24 03:40:00 AM,20.103,56.373,,
430,11/16/24 03:45:00 AM,20.031,55.130,,
431,11/16/24 03:50:00 AM,19.888,55.664,,
432,11/16/24 03:55:00 AM,19.960,55.736,,
433,11/16/24 04:00:00 AM,20.103,56.096,,
434,11/16/24 04:05:00 AM,20.055,55.103,,
435,11/16/24 04:10:00 AM,19.865,55.476,,
436,11/16/24 04:15:00 AM,19.912,55.668,,
437,11/16/24 04:20:00 AM,20.055,55.596,,
438,11/16/24 04:25:00 AM,20.055,55.381,,
439,11/16/24 04:30:00 AM,19.865,55.784,,
440,11/16/24 04:35:00 AM,19.960,55.921,,
441,11/16/24 04:40:00 AM,20.079,55.692,,
442,11/16/24 04:45:00 AM,20.079,55.662,,
443,11/16/24 04:50:00 AM,19.865,55.784,,
444,11/16/24 04:55:00 AM,19.912,55.976,,
445,11/16/24 05:00:00 AM,20.055,55.843,,
446,11/16/24 05:05:00 AM,20.079,56.031,,
447,11/16/24 05:10:00 AM,19.912,55.945,,
448,11/16/24 05:15:00 AM,19.960,56.321,,
449,11/16/24 05:20:00 AM,20.055,56.181,,
450,11/16/24 05:25:00 AM,20.103,56.342,,
451,11/16/24 05:30:00 AM,19.888,56.126,,
452,11/16/24 05:35:00 AM,19.912,56.560,,
453,11/16/24 05:40:00 AM,20.055,56.366,,
454,11/16/24 05:45:00 AM,20.126,56.929,,
455,11/16/24 05:50:00 AM,19.960,55.706,,
456,11/16/24 05:55:00 AM,19.912,56.713,,
457,11/16/24 06:00:00 AM,20.007,56.635,,
458,11/16/24 06:05:00 AM,20.150,57.454,,
459,11/16/24 06:10:00 AM,19.984,55.617,,
460,11/16/24 06:15:00 AM,19.888,56.648,,
461,11/16/24 06:20:00 AM,19.984,56.632,,
462,11/16/24 06:25:00 AM,20.103,57.233,,
463,11/16/24 06:30:00 AM,20.007,56.174,,
464,11/16/24 06:35:00 AM,19.865,56.644,,
465,11/16/24 06:40:00 AM,19.960,56.843,,
466,11/16/24 06:45:00 AM,20.103,57.079,,
467,11/16/24 06:50:00 AM,20.055,56.489,,
468,11/16/24 06:55:00 AM,19.888,56.771,,
469,11/16/24 07:00:00 AM,19.960,56.966,,
470,11/16/24 07:05:00 AM,20.079,56.799,,
471,11/16/24 07:10:00 AM,20.103,56.803,,
472,11/16/24 07:15:00 AM,19.936,56.962,,
473,11/16/24 07:20:00 AM,19.984,57.184,,
474,11/16/24 07:25:00 AM,20.103,56.987,,
475,11/16/24 07:30:00 AM,20.126,57.114,,
476,11/16/24 07:35:00 AM,19.936,57.085,,
477,11/16/24 07:40:00 AM,19.984,57.429,,
478,11/16/24 07:45:00 AM,20.103,57.355,,
479,11/16/24 07:50:00 AM,20.126,57.297,,
480,11/16/24 07:55:00 AM,19.984,57.214,,
481,11/16/24 08:00:00 AM,19.984,57.582,,
482,11/16/24 08:05:00 AM,20.126,57.481,,
483,11/16/24 08:10:00 AM,20.150,57.638,,
484,11/16/24 08:15:00 AM,19.984,57.368,,
485,11/16/24 08:20:00 AM,20.007,57.892,,
486,11/16/24 08:25:00 AM,20.150,57.699,,
487,11/16/24 08:30:00 AM,20.150,57.944,,
488,11/16/24 08:35:00 AM,19.960,57.762,,
489,11/16/24 08:40:00 AM,19.984,58.224,,
490,11/16/24 08:45:00 AM,20.103,58.090,,
491,11/16/24 08:50:00 AM,20.150,58.525,,
492,11/16/24 08:55:00 AM,19.984,57.827,,
493,11/16/24 09:00:00 AM,19.984,58.468,,
494,11/16/24 09:05:00 AM,20.103,58.303,,
495,11/16/24 09:10:00 AM,20.150,58.677,,
496,11/16/24 09:15:00 AM,19.984,57.214,,
497,11/16/24 09:20:00 AM,19.936,58.522,,
498,11/16/24 09:25:00 AM,20.055,58.388,,
499,11/16/24 09:30:00 AM,20.150,59.165,,
500,11/16/24 09:35:00 AM,20.007,57.769,,
501,11/16/24 09:40:00 AM,19.888,58.453,,
502,11/16/24 09:45:00 AM,20.007,58.563,,
503,11/16/24 09:50:00 AM,20.126,59.618,,
504,11/16/24 09:55:00 AM,20.055,58.082,,
505,11/16/24 10:00:00 AM,19.936,58.156,,
506,11/16/24 10:05:00 AM,19.984,58.621,,
507,11/16/24 10:10:00 AM,20.126,59.770,,
508,11/16/24 10:15:00 AM,20.103,58.334,,
509,11/16/24 10:20:00 AM,19.936,58.094,,
510,11/16/24 10:25:00 AM,19.960,58.709,,
511,11/16/24 10:30:00 AM,20.103,59.157,,
512,11/16/24 10:35:00 AM,20.126,58.612,,
513,11/16/24 10:40:00 AM,19.984,57.490,,
